Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
40127415,"$6,350","$6,350",16.49%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$3,850 / month",4.42%,10+ years ,724xx,N/a,N/a,N/a,lead tech ,N/a,690-694,0,10/2009,$0.00,9,0,13,n/a,"$5,728.00",0,37.90%,n/a,2
40127543,"$3,000","$3,000",9.49%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$5,000 / month",12.64%,1 year ,907xx,N/a,N/a,N/a,Administrator,N/a,670-674,0,08/2002,$0.00,7,1,14,19,"$3,914.00",0,73.80%,n/a,1
40127599,"$5,300","$5,300",14.99%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$2,250 / month",17.16%,4 years ,917xx,N/a,N/a,N/a,Technician,N/a,685-689,0,09/2003,$0.00,5,0,9,n/a,"$3,281.00",0,50.50%,n/a,0
40127623,"$12,800","$12,800",11.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$5,000 / month",24.70%,2 years ,370xx,N/a,N/a,N/a,Cable Technician,N/a,670-674,0,11/2005,$0.00,11,1,17,20,"$9,986.00",0,55.50%,n/a,0
40127634,"$6,000","$6,000",11.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$1,386 / month",22.09%,n/a,480xx,N/a,N/a,N/a,n/a,N/a,665-669,0,08/2003,$0.00,7,0,17,80,"$2,411.00",1,42.30%,64,0
40127711,"$1,500","$1,500",13.66%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$2,500 / month",14.52%,< 1 year ,658xx,N/a,N/a,N/a,Cartographer,N/a,660-664,0,01/2008,$0.00,5,0,14,53,"$1,348.00",1,96.30%,86,1
40127764,"$2,400","$2,400",13.66%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$2,625 / month",12.00%,< 1 year ,972xx,N/a,N/a,N/a,Technician ,N/a,695-699,0,06/2007,$0.00,13,2,21,15,"$3,757.00",0,27.00%,n/a,2
40127765,"$10,000","$10,000",10.49%,1.00%,"January 30, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$6,667 / month",19.94%,4 years ,751xx,N/a,N/a,N/a,truck driver,N/a,675-679,0,08/2007,$0.00,10,0,22,n/a,"$6,706.00",0,51.60%,n/a,0
40127773,"$8,000","$8,000",12.39%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$7,083 / month",22.00%,10+ years ,100xx,N/a,N/a,N/a,Athletic Director,N/a,680-684,0,08/1973,$0.00,12,0,13,n/a,"$18,487.00",0,96.80%,n/a,0
40127779,"$8,000","$8,000",12.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$3,750 / month",13.60%,10+ years ,906xx,N/a,N/a,N/a,clerical tech,N/a,660-664,0,05/2002,$0.00,8,4,26,6,"$6,410.00",0,65.40%,n/a,0
40127784,"$9,000","$9,000",9.49%,1.00%,"February 3, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$8,000 / month",10.27%,2 years ,711xx,N/a,N/a,N/a,Dentist,N/a,685-689,0,11/2006,$0.00,8,0,24,33,"$9,129.00",0,68.60%,n/a,0
40127807,"$8,000","$8,000",14.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$3,833 / month",15.26%,10+ years ,215xx,N/a,N/a,N/a,Transportation Officer,N/a,670-674,0,10/2001,$0.00,11,0,19,n/a,"$5,022.00",1,32.20%,55,1
40127821,"$12,000","$12,000",17.14%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$5,333 / month",25.50%,2 years ,112xx,N/a,N/a,N/a,Investigator,N/a,675-679,0,09/2007,$0.00,25,0,41,n/a,"$8,479.00",0,39.10%,n/a,0
40127832,"$15,000","$15,000",15.59%,1.00%,"January 29, 2015","February 8, 2020","February 8, 2020",$0,OWN,"$3,000 / month",30.60%,n/a,169xx,N/a,N/a,N/a,n/a,N/a,695-699,0,07/2005,$0.00,8,0,13,n/a,"$13,834.00",0,62.00%,n/a,2
40127835,"$6,500","$6,500",11.44%,1.00%,"February 2, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$9,698 / month",14.94%,4 years ,935xx,N/a,N/a,N/a,Logistics Planner,N/a,680-684,0,06/2004,$0.00,18,0,23,n/a,"$16,588.00",0,54.80%,n/a,0
40127888,"$3,550","$3,550",14.99%,1.00%,"February 2, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$4,667 / month",4.39%,10+ years ,604xx,N/a,N/a,N/a,License Practical Nurse,N/a,665-669,0,07/2000,$0.00,3,0,17,n/a,"$2,038.00",2,40.00%,48,0
40127889,"$6,000","$6,000",12.99%,1.00%,"February 2, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$1,667 / month",30.97%,2 years ,161xx,N/a,N/a,N/a,manager,N/a,665-669,0,10/2008,$0.00,9,0,14,67,"$4,006.00",0,95.40%,n/a,0
40127906,"$12,000","$12,000",12.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$4,250 / month",15.35%,7 years ,983xx,N/a,N/a,N/a,Operations Office Manager,N/a,660-664,0,04/2002,$0.00,12,1,28,6,"$13,464.00",0,63.80%,n/a,2
40127916,"$13,000","$13,000",15.99%,1.00%,"January 27, 2015","February 9, 2020","February 9, 2020",$0,MORTGAGE,"$5,417 / month",22.99%,10+ years ,483xx,N/a,N/a,N/a,Adverse Action Analyst,N/a,670-674,0,04/2004,$0.00,13,1,18,15,"$8,705.00",0,49.20%,n/a,1
40127923,"$26,000","$26,000",17.86%,1.00%,"January 30, 2015","February 9, 2020","February 9, 2020",$0,MORTGAGE,"$5,000 / month",27.06%,7 years ,386xx,N/a,N/a,N/a,Flight Training Scheduler,N/a,675-679,0,10/2003,$0.00,11,0,25,n/a,"$23,941.00",0,82.00%,n/a,1
40127955,"$9,500","$9,500",11.99%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,OWN,"$2,336 / month",25.81%,n/a,486xx,N/a,N/a,N/a,n/a,N/a,665-669,0,09/2010,$0.00,5,0,8,n/a,"$1,674.00",0,72.80%,n/a,0
40127958,"$7,000","$7,000",11.99%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$2,083 / month",8.93%,n/a,564xx,N/a,N/a,N/a,n/a,N/a,675-679,0,03/2002,$0.00,12,0,27,38,"$6,158.00",0,31.10%,n/a,0
40127984,"$15,750","$15,750",14.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$6,796 / month",26.50%,10+ years ,021xx,N/a,N/a,N/a,Accountant,N/a,680-684,0,03/2002,$0.00,14,3,28,13,"$8,370.00",0,53.00%,n/a,1
40128002,"$15,000","$15,000",8.67%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$6,417 / month",5.02%,< 1 year ,112xx,N/a,N/a,N/a,Wine Director,N/a,695-699,0,07/2004,$0.00,4,0,12,66,"$8,214.00",0,76.80%,n/a,0
40128021,"$9,650","$9,650",15.59%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$3,500 / month",14.89%,n/a,183xx,N/a,N/a,N/a,n/a,N/a,725-729,0,11/1995,$0.00,14,0,24,46,"$10,000.00",0,30.90%,n/a,1
40128034,"$9,000","$9,000",7.49%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$5,000 / month",10.66%,1 year ,430xx,N/a,N/a,N/a,Staff RN,N/a,705-709,0,04/2002,$0.00,20,1,38,19,"$15,321.00",0,20.50%,n/a,2
40128042,"$5,000","$5,000",11.44%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,OWN,"$5,000 / month",15.28%,10+ years ,956xx,N/a,N/a,N/a,CEO,N/a,675-679,0,01/2001,$0.00,8,0,26,66,"$1,308.00",1,12.30%,69,1
40128051,"$8,000","$8,000",6.49%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$7,083 / month",7.29%,6 years ,750xx,N/a,N/a,N/a,Purchasing Director,N/a,690-694,0,10/1998,$0.00,6,1,9,17,"$8,685.00",0,58.70%,n/a,0
40128066,"$18,200","$18,200",20.99%,1.00%,"January 30, 2015","February 10, 2020","February 10, 2020",$0,RENT,"$3,917 / month",28.80%,7 years ,933xx,N/a,N/a,N/a,Accounts Receivable/Payable,N/a,660-664,0,10/2006,$0.00,13,0,18,n/a,"$14,713.00",0,72.50%,n/a,1
40128153,"$18,000","$18,000",12.39%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,000 / month",8.42%,6 years ,450xx,N/a,N/a,N/a,Scientific Reasearcher,N/a,675-679,0,01/2000,$0.00,8,1,12,17,"$17,402.00",0,73.70%,n/a,1
40128184,"$14,000","$14,000",12.39%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$6,250 / month",21.55%,4 years ,600xx,N/a,N/a,N/a,Registered Nurse,N/a,665-669,0,06/2006,$0.00,13,0,34,n/a,"$22,574.00",0,83.60%,n/a,3
40128197,"$12,000","$12,000",8.67%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$5,417 / month",12.79%,10+ years ,112xx,N/a,N/a,N/a,letter carrier,N/a,665-669,0,07/1998,$0.00,8,0,25,58,"$5,051.00",1,65.60%,25,0
40128214,"$4,200","$4,200",12.39%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$4,833 / month",8.98%,1 year ,890xx,N/a,N/a,N/a,Manager,N/a,670-674,0,10/2001,$0.00,8,0,12,n/a,"$13,989.00",0,73.20%,n/a,1
40128232,"$14,375","$14,375",19.99%,1.00%,"February 2, 2015","February 11, 2020","February 11, 2020",$0,RENT,"$3,000 / month",26.53%,10+ years ,841xx,N/a,N/a,N/a,eh prs,N/a,665-669,0,10/2000,$0.00,6,2,22,19,"$6,162.00",0,48.10%,n/a,2
40128249,"$9,975","$9,975",15.99%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$2,087 / month",30.81%,n/a,916xx,N/a,N/a,N/a,n/a,N/a,665-669,0,12/1998,$0.00,4,1,13,15,"$3,910.00",0,43.40%,n/a,0
40128272,"$20,000","$20,000",11.99%,1.00%,"February 2, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,833 / month",25.90%,5 years ,150xx,N/a,N/a,N/a,truck driver,N/a,670-674,0,10/2004,$0.00,14,1,25,12,"$18,588.00",0,80.10%,n/a,1
40137131,"$4,800","$4,800",8.19%,1.00%,"February 2, 2015","February 11, 2018","February 11, 2020",$0,RENT,"$3,083 / month",17.65%,< 1 year ,380xx,N/a,N/a,N/a,Teacher,N/a,720-724,0,09/2004,$0.00,15,1,24,11,"$2,824.00",0,10.30%,n/a,1
40137141,"$25,000","$25,000",17.14%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$7,417 / month",23.48%,10+ years ,492xx,N/a,N/a,N/a,Supervisor,N/a,660-664,0,04/1997,$0.00,14,0,22,n/a,"$21,357.00",1,94.90%,113,0
40137184,"$20,000","$20,000",8.67%,1.00%,"January 28, 2015","February 6, 2020","February 6, 2020",$0,MORTGAGE,"$8,583 / month",28.22%,5 years ,224xx,N/a,N/a,N/a,Analyst,N/a,710-714,0,11/1995,$0.00,21,0,42,78,"$17,842.00",0,31.50%,n/a,0
40137272,"$8,050","$8,050",18.54%,1.00%,"January 30, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$3,750 / month",33.04%,10+ years ,481xx,N/a,N/a,N/a,maintenance supervisor,N/a,670-674,0,12/2006,$0.00,9,0,16,n/a,"$2,600.00",1,47.30%,115,1
40137309,"$6,000","$6,000",6.49%,1.00%,"February 3, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$3,833 / month",12.76%,2 years ,298xx,N/a,N/a,N/a,travel agent,N/a,660-664,0,09/1985,$0.00,17,0,45,81,"$5,449.00",1,23.60%,47,1
40137345,"$14,675","$14,675",11.99%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,OWN,"$3,333 / month",25.56%,10+ years ,396xx,N/a,N/a,N/a,teacher,N/a,710-714,0,09/1987,$0.00,12,0,16,30,"$10,675.00",0,61.40%,n/a,1
40137367,"$23,975","$23,975",12.39%,1.00%,"February 2, 2015","February 7, 2018","February 7, 2020",$0,OWN,"$4,000 / month",33.22%,n/a,956xx,N/a,N/a,N/a,n/a,N/a,690-694,0,10/1962,$0.00,21,1,37,18,"$34,901.00",0,56.70%,n/a,0
40137370,"$24,000","$24,000",7.49%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$30,000 / month",4.05%,10+ years ,346xx,N/a,N/a,N/a,Anesthesiologist,N/a,670-674,0,06/1981,$0.00,11,0,58,28,"$19,909.00",0,30.80%,n/a,0
40137404,"$2,500","$2,500",15.59%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$2,917 / month",28.64%,3 years ,761xx,N/a,N/a,N/a,Manager,N/a,685-689,0,04/1981,$0.00,10,0,16,53,"$3,078.00",0,70.00%,n/a,0
40137472,"$12,000","$12,000",16.49%,1.00%,"January 28, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$7,500 / month",11.47%,< 1 year ,432xx,N/a,N/a,N/a,Specialist,N/a,665-669,0,01/2011,$0.00,18,1,19,21,"$8,222.00",0,43.30%,n/a,5
40137508,"$9,000","$9,000",6.03%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,833 / month",8.61%,3 years ,800xx,N/a,N/a,N/a,Senior Digital Producer,N/a,705-709,0,01/2004,$0.00,7,0,13,n/a,"$8,407.00",0,51.60%,n/a,0
40137541,"$9,000","$9,000",11.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$3,542 / month",18.72%,8 years ,421xx,N/a,N/a,N/a,Office Manager ,N/a,665-669,0,11/2006,$0.00,9,0,21,n/a,"$8,453.00",0,87.10%,n/a,0
40137675,"$19,175","$19,175",18.54%,1.00%,"January 30, 2015","February 9, 2020","February 9, 2020",$0,OWN,"$4,667 / month",16.44%,10+ years ,553xx,N/a,N/a,N/a,Processor,N/a,690-694,0,09/2004,$0.00,6,0,8,n/a,"$5,836.00",0,71.20%,n/a,0
40137676,"$5,600","$5,600",13.66%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$2,917 / month",21.76%,4 years ,920xx,N/a,N/a,N/a,Bench. Tech,N/a,665-669,0,11/1993,$0.00,6,0,21,39,"$6,222.00",0,95.70%,n/a,0
40137695,"$35,000","$35,000",15.99%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$8,417 / month",12.95%,2 years ,983xx,N/a,N/a,N/a,Quality Manager,N/a,690-694,0,06/1993,$0.00,12,1,26,8,"$29,603.00",0,50.00%,n/a,0
40137697,"$15,500","$15,500",15.99%,1.00%,"January 29, 2015","February 8, 2020","February 8, 2020",$0,OWN,"$3,487 / month",36.99%,10+ years ,302xx,N/a,N/a,N/a,Training Officer,N/a,670-674,0,02/1999,$0.00,9,2,20,4,"$5,080.00",0,64.30%,n/a,0
40137716,"$10,150","$10,150",6.49%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$6,250 / month",28.10%,8 years ,469xx,N/a,N/a,N/a,Warehouse Supervisor,N/a,740-744,0,05/1988,$0.00,17,0,23,n/a,"$39,504.00",0,36.60%,n/a,0
40137730,"$10,800","$10,800",8.67%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$8,333 / month",8.32%,3 years ,483xx,N/a,N/a,N/a,Account Financial Manager,N/a,680-684,0,04/2002,$0.00,8,0,26,30,"$22,343.00",0,71.40%,n/a,1
40137798,"$35,000","$35,000",17.14%,1.00%,"February 2, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$10,417 / month",16.48%,10+ years ,488xx,N/a,N/a,N/a,Store mamager,N/a,660-664,0,06/2003,$0.00,24,0,37,n/a,"$44,532.00",0,69.40%,n/a,1
40137853,"$15,000","$15,000",9.49%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$3,333 / month",27.69%,3 years ,967xx,N/a,N/a,N/a,Assistant,N/a,675-679,0,05/2003,$0.00,13,0,16,28,"$14,858.00",0,75.80%,n/a,0
40137875,"$12,100","$12,100",14.31%,1.00%,"January 27, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,417 / month",11.86%,5 years ,600xx,N/a,N/a,N/a,Management,N/a,695-699,0,05/2008,$0.00,13,0,17,n/a,"$14,414.00",0,55.00%,n/a,1
40137894,"$16,000","$16,000",6.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$9,500 / month",16.43%,10+ years ,314xx,N/a,N/a,N/a,CEO,N/a,695-699,0,10/1990,$0.00,16,0,21,n/a,"$38,086.00",0,47.10%,n/a,0
40137903,"$16,800","$16,800",17.14%,1.00%,"January 27, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$10,000 / month",15.89%,10+ years ,086xx,N/a,N/a,N/a,branch manager,N/a,670-674,0,02/2000,$0.00,20,3,47,12,"$6,229.00",1,48.70%,72,0
40137923,"$8,000","$8,000",10.49%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,333 / month",20.96%,10+ years ,791xx,N/a,N/a,N/a,TOS 2,N/a,660-664,0,03/2005,$0.00,10,1,36,17,"$9,620.00",0,85.10%,n/a,0
40137951,"$24,000","$24,000",22.99%,1.00%,"January 28, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$5,792 / month",28.44%,4 years ,403xx,N/a,N/a,N/a,Network Analysis,N/a,685-689,0,09/1975,$0.00,28,0,42,67,"$21,300.00",0,50.50%,n/a,1
40137993,"$7,000","$7,000",15.59%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$4,167 / month",20.00%,4 years ,761xx,N/a,N/a,N/a,Account Specialist,N/a,690-694,0,03/2007,$0.00,8,0,12,n/a,"$5,496.00",0,64.70%,n/a,0
40138005,"$2,000","$2,000",17.86%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$2,917 / month",33.87%,6 years ,840xx,N/a,N/a,N/a,collator,N/a,665-669,0,06/2003,$0.00,17,0,35,67,"$6,261.00",1,28.00%,71,3
40138075,"$11,850","$11,850",14.31%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,OWN,"$2,917 / month",2.06%,5 years ,484xx,N/a,N/a,N/a,asembly,N/a,680-684,0,07/2002,$0.00,5,0,15,n/a,"$1,490.00",0,18.20%,n/a,1
40138084,"$35,000","$35,000",15.59%,1.00%,"January 29, 2015","February 9, 2020","February 9, 2020",$0,MORTGAGE,"$27,500 / month",11.09%,10+ years ,109xx,N/a,N/a,N/a,COO Management,N/a,665-669,0,04/1997,$0.00,22,2,48,6,"$45,978.00",0,61.40%,n/a,3
40138188,"$29,975","$29,975",12.99%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,000 / month",22.50%,5 years ,704xx,N/a,N/a,N/a,Teacher,N/a,695-699,0,02/2002,$0.00,12,0,44,n/a,"$35,815.00",0,60.90%,n/a,0
40138199,"$10,000","$10,000",19.24%,1.00%,"January 29, 2015","February 10, 2020","February 10, 2020",$0,RENT,"$3,917 / month",35.98%,< 1 year ,563xx,N/a,N/a,N/a,Sales Rep,N/a,725-729,0,09/2001,$0.00,7,0,28,n/a,"$7,375.00",0,75.30%,n/a,1
40138253,"$13,750","$13,750",19.99%,1.00%,"February 3, 2015","February 10, 2020","February 10, 2020",$0,RENT,"$2,917 / month",26.68%,10+ years ,356xx,N/a,N/a,N/a,Auxillary Operator,N/a,760-764,0,02/1999,$0.00,10,0,26,n/a,"$3,391.00",0,18.90%,n/a,1
40147132,"$30,000","$30,000",21.99%,1.00%,"January 28, 2015","February 9, 2020","February 9, 2020",$0,OWN,"$5,833 / month",11.23%,5 years ,380xx,N/a,N/a,N/a,Staff Nurse,N/a,695-699,0,11/1998,$0.00,6,0,14,n/a,"$27,568.00",0,57.60%,n/a,0
40147154,"$8,950","$8,950",14.31%,1.00%,"January 30, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$4,583 / month",20.62%,10+ years ,604xx,N/a,N/a,N/a,Event Manager,N/a,675-679,0,05/2007,$0.00,15,0,20,39,"$13,701.00",0,50.20%,n/a,0
40147160,"$30,000","$30,000",12.99%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$5,833 / month",9.75%,10+ years ,931xx,N/a,N/a,N/a,Federal Security Officer,N/a,690-694,0,01/2001,$0.00,10,0,17,n/a,"$26,422.00",0,56.20%,n/a,0
40147176,"$25,000","$25,000",20.99%,1.00%,"January 28, 2015","February 6, 2020","February 6, 2020",$0,MORTGAGE,"$5,167 / month",29.56%,10+ years ,481xx,N/a,N/a,N/a,com tech 3,N/a,700-704,0,08/1999,$0.00,19,0,25,n/a,"$23,161.00",0,66.90%,n/a,1
40147182,"$35,000","$35,000",14.99%,1.00%,"January 28, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$10,000 / month",30.53%,10+ years ,891xx,N/a,N/a,N/a,Operations Manager,N/a,690-694,0,08/2001,$0.00,18,0,41,n/a,"$42,624.00",0,79.40%,n/a,1
40147213,"$8,000","$8,000",9.49%,1.00%,"February 3, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$4,167 / month",5.23%,10+ years ,104xx,N/a,N/a,N/a,Clerk,N/a,685-689,0,01/1988,$0.00,6,0,8,n/a,"$5,528.00",2,53.70%,5,0
40147262,"$10,000","$10,000",11.44%,1.00%,"January 28, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$4,167 / month",6.70%,5 years ,326xx,N/a,N/a,N/a,Registed Sleep Technologist,N/a,665-669,0,10/2005,$0.00,5,0,8,76,"$6,716.00",1,79.00%,61,1
40147368,"$35,000","$35,000",14.31%,1.00%,"January 28, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$14,167 / month",11.84%,10+ years ,221xx,N/a,N/a,N/a,Director,N/a,670-674,1,01/1986,$0.00,12,1,31,0,"$39,924.00",1,80.00%,38,0
40147400,"$4,000","$4,000",16.49%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,MORTGAGE,"$2,750 / month",5.35%,3 years ,386xx,N/a,N/a,N/a,Operator/Lab Technician,N/a,665-669,0,07/1987,$0.00,6,1,20,15,"$4,979.00",0,57.90%,n/a,0
40147436,"$9,525","$9,525",24.99%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$2,667 / month",33.01%,6 years ,114xx,N/a,N/a,N/a,C2,N/a,670-674,0,12/2009,$0.00,4,0,7,40,"$12,842.00",0,94.40%,n/a,1
40147437,"$12,500","$12,500",8.19%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,OWN,"$7,667 / month",15.37%,3 years ,109xx,N/a,N/a,N/a,teacher,N/a,725-729,0,05/2003,$0.00,13,0,34,34,"$13,271.00",0,35.20%,n/a,0
40147467,"$13,600","$13,600",8.67%,1.00%,"January 30, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$6,917 / month",11.19%,3 years ,088xx,N/a,N/a,N/a,Account Manager,N/a,675-679,0,06/1999,$0.00,8,1,16,9,"$14,099.00",0,81.00%,n/a,0
40147549,"$18,000","$18,000",12.39%,1.00%,"February 2, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$3,833 / month",39.81%,n/a,481xx,N/a,N/a,N/a,n/a,N/a,725-729,0,10/1992,$0.00,12,0,30,n/a,"$157,359.00",0,36.40%,n/a,0
40147569,"$15,000","$15,000",12.99%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,MORTGAGE,"$4,500 / month",9.76%,10+ years ,441xx,N/a,N/a,N/a,Resource Management Supervisor,N/a,710-714,0,11/1996,$0.00,15,0,35,48,"$17,665.00",1,57.70%,71,1
40147617,"$2,000","$2,000",14.31%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$4,167 / month",11.83%,2 years ,990xx,N/a,N/a,N/a,Dispenser,N/a,705-709,0,10/2007,$0.00,5,0,6,n/a,"$3,095.00",0,53.40%,n/a,0
40147639,"$12,375","$12,375",14.31%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$3,833 / month",28.88%,10+ years ,860xx,N/a,N/a,N/a,Shop Foreman,N/a,660-664,0,04/2000,$0.00,10,0,25,n/a,"$3,956.00",1,63.80%,65,0
40147680,"$14,400","$14,400",16.49%,1.00%,"January 30, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$5,542 / month",22.88%,< 1 year ,300xx,N/a,N/a,N/a,Physical therapist,N/a,670-674,0,08/2003,$0.00,9,0,49,n/a,"$8,636.00",1,63.50%,113,0
40147687,"$28,000","$28,000",6.99%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$14,583 / month",5.94%,4 years ,940xx,N/a,N/a,N/a,Recruiting Manager,N/a,765-769,0,07/2001,$0.00,6,0,12,n/a,"$40,283.00",0,7.30%,n/a,0
40147689,"$26,375","$26,375",15.99%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$5,000 / month",27.40%,1 year ,385xx,N/a,N/a,N/a,RN,N/a,690-694,0,08/1978,$0.00,14,0,52,n/a,"$24,275.00",0,63.50%,n/a,1
40147693,"$24,000","$24,000",15.59%,1.00%,"February 2, 2015","February 10, 2020","February 10, 2020",$0,RENT,"$6,000 / month",26.12%,2 years ,941xx,N/a,N/a,N/a,Customer Service Manager,N/a,710-714,0,09/1998,$0.00,9,0,17,n/a,"$12,004.00",0,92.30%,n/a,1
40147703,"$21,000","$21,000",17.14%,1.00%,"January 29, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$5,250 / month",13.07%,8 years ,023xx,N/a,N/a,N/a,director of income,N/a,700-704,0,11/1988,$0.00,6,0,13,n/a,"$11,243.00",0,86.50%,n/a,1
40147728,"$18,000","$18,000",15.59%,1.00%,"January 29, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$3,333 / month",7.41%,2 years ,296xx,N/a,N/a,N/a,Sales representative ,N/a,700-704,0,11/2010,$0.00,7,0,11,n/a,"$7,091.00",0,40.30%,n/a,1
40147791,"$35,000","$35,000",17.14%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$7,500 / month",16.23%,10+ years ,629xx,N/a,N/a,N/a,Contract Compliance Officer,N/a,710-714,0,07/1987,$0.00,27,0,46,72,"$40,259.00",0,62.70%,n/a,0
